,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5579832,5661704,HN468533,15/07/2007 21:04,004XX E MARQUETTE RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,321,3,20,42,18,1180304,1860685,2007,15/04/2016 08:55,41.7729831,-87.61460112,"(41.772983, -87.614601)"
6102463,1938553,HH116382,09/01/2002 18:20,048XX W ARMITAGE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2522,25,,,18,1143852,1912863,2002,15/04/2016 08:55,41.91692502,-87.74692028,"(41.916925, -87.74692)"
5315906,4551012,HL726200,09/11/2005 16:30,042XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1115,11,28,26,18,1148146,1898999,2005,15/04/2016 08:55,41.87879909,-87.73150132,"(41.878799, -87.731501)"
4680444,3345166,HK366268,15/05/2004 16:00,009XX N HUDSON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA APARTMENT,TRUE,FALSE,1823,18,27,8,18,1173001,1906745,2004,15/04/2016 08:55,41.89954005,-87.64000908,"(41.89954, -87.640009)"
6050169,9740316,HX390522,16/08/2014 21:15,046XX N RACINE AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,1913,19,46,3,18,1167465,1931054,2014,04/02/2016 06:33,41.96636615,-87.65964105,"(41.966366, -87.659641)"
5759273,5829070,HN636959,08/10/2007 23:33,066XX S GREEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,723,7,16,68,18,1171782,1860764,2007,15/04/2016 08:55,41.77339107,-87.64583816,"(41.773391, -87.645838)"
3470699,4905339,HM414523,14/06/2006 21:44,018XX W 64TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,726,7,15,67,18,1164967,1862231,2006,15/04/2016 08:55,41.77756349,-87.67077899,"(41.777563, -87.670779)"
3876660,5499367,HN317695,02/05/2007 09:00,027XX E 89TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,423,4,7,46,18,1195915,1846487,2007,15/04/2016 08:55,41.73365047,-87.55784532,"(41.73365, -87.557845)"
2556,10663708,HZ307681,14/06/2016 17:46,052XX S DREXEL AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,233,2,5,41,18,,,2016,04/02/2017 15:47,,,
5104995,3988598,HL270806,02/04/2005 20:21,015XX W 51ST ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,931,9,16,61,18,1167117,1870914,2005,15/04/2016 08:55,41.80134497,-87.66264874,"(41.801345, -87.662649)"
3908211,8724246,HV400619,25/07/2012 23:40,067XX S GREEN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,723,7,17,68,18,1171800,1860101,2012,04/02/2016 06:33,41.77157133,-87.64579161,"(41.771571, -87.645792)"
5894324,9073280,HW218095,03/04/2013 18:12,069XX S THROOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,734,7,17,67,18,1168859,1858688,2013,04/02/2016 06:33,41.76775789,-87.65661308,"(41.767758, -87.656613)"
2559777,7838467,HS650552,07/12/2010 19:59,086XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,632,6,6,44,18,1177802,1847510,2010,04/02/2016 06:33,41.73688639,-87.62417085,"(41.736886, -87.624171)"
5119494,4039769,HL321731,27/04/2005 18:23,032XX W LAKE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA TRAIN,TRUE,FALSE,1123,11,28,27,18,1154840,1901084,2005,15/04/2016 08:55,41.8843891,-87.70686621,"(41.884389, -87.706866)"
5110383,4006280,HL299632,16/04/2005 21:00,004XX E 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,511,5,9,49,18,1181186,1836771,2005,15/04/2016 08:55,41.70734006,-87.61210264,"(41.70734, -87.612103)"
835328,3032127,HJ709147,21/10/2003 18:50,025XX S ALBANY AVE,2026,NARCOTICS,POSS: PCP,STREET,TRUE,FALSE,1033,10,12,30,18,1156105,1886835,2003,15/04/2016 08:55,41.8452629,-87.70260538,"(41.845263, -87.702605)"
1095474,10361455,HY553224,28/12/2015 23:12,085XX S MORGAN ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,613,6,21,71,18,1171140,1848166,2015,04/01/2016 16:02,41.7388346,-87.64855917,"(41.738835, -87.648559)"
832536,3028267,HJ698495,17/10/2003 00:43,056XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1513,15,29,25,18,1138899,1899460,2003,15/04/2016 08:55,41.88023705,-87.76544378,"(41.880237, -87.765444)"
1340922,1691713,G477504,11/08/2001 23:10,005XX W DIVISION ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1823,18,,,18,1172307,1908305,2001,17/08/2015 15:03,41.90383614,-87.64251197,"(41.903836, -87.642512)"
1413054,1820396,G634406,21/10/2001 23:40,069XX S CALUMET AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,322,3,,,18,1179630,1859323,2001,17/08/2015 15:03,41.76926106,-87.61711339,"(41.769261, -87.617113)"
4668964,3328999,HK319429,23/04/2004 09:40,036XX N MILWAUKEE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1731,17,38,16,18,1146726,1923676,2004,15/04/2016 08:55,41.94654248,-87.73608438,"(41.946542, -87.736084)"
6025240,9440717,HW584891,26/12/2013 20:45,061XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,823,8,15,66,18,1156113,1863531,2013,04/02/2016 06:33,41.7813135,-87.70320313,"(41.781313, -87.703203)"
2663318,7920405,HT151784,07/02/2011 20:40,003XX E PERSHING RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,214,2,3,38,18,1179030,1879197,2011,04/02/2016 06:33,41.82381084,-87.61870709,"(41.823811, -87.618707)"
1297736,1785181,G598937,05/10/2001 23:00,058XX W NORTH AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2531,25,,,18,1137158,1910081,2001,17/08/2015 15:03,41.90941386,-87.7715813,"(41.909414, -87.771581)"
2987871,4456834,HL686902,21/10/2005 14:37,060XX S CARPENTER ST,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,TRUE,FALSE,712,7,16,68,18,1170345,1864853,2005,15/04/2016 08:55,41.78464318,-87.65098693,"(41.784643, -87.650987)"
699203,2549294,HJ117137,09/01/2003 20:24,031XX W FULTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1331,12,27,27,18,1155319,1901834,2003,15/04/2016 08:55,41.88643757,-87.70508709,"(41.886438, -87.705087)"
1455111,1882099,G721665,01/12/2001 20:05,007XX S KOSTNER AV,2027,NARCOTICS,POSS: CRACK,OTHER,TRUE,FALSE,1131,11,,,18,1147217,1896075,2001,17/08/2015 15:03,41.87079311,-87.7349873,"(41.870793, -87.734987)"
1829654,6665854,HP737609,16/12/2008 21:37,051XX W WOLFRAM ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2521,25,31,19,18,1141666,1918465,2008,04/02/2016 06:33,41.93233823,-87.75481287,"(41.932338, -87.754813)"
5105662,3989644,HL263858,30/03/2005 12:24,042XX W AUGUSTA BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1111,11,37,23,18,1148032,1906333,2005,15/04/2016 08:55,41.89892659,-87.73173111,"(41.898927, -87.731731)"
2708226,4131377,HL394290,02/06/2005 10:56,051XX S BISHOP ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,933,9,16,61,18,1167537,1870651,2005,15/04/2016 08:55,41.80061426,-87.66111599,"(41.800614, -87.661116)"
5724152,5756345,HN557624,29/08/2007 15:10,015XX W GARFIELD BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,ABANDONED BUILDING,TRUE,FALSE,713,7,16,67,18,1167145,1868123,2007,15/04/2016 08:55,41.79368554,-87.66262591,"(41.793686, -87.662626)"
2454760,7643367,HS447668,05/08/2010 19:46,063XX S ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,823,8,15,66,18,1156806,1862509,2010,04/02/2016 06:33,41.77849502,-87.70068998,"(41.778495, -87.70069)"
1201055,1540616,G272697,11/05/2001 22:05,024XX W HOMER ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1434,14,,,18,1159959,1912926,2001,17/08/2015 15:03,41.91678043,-87.68774132,"(41.91678, -87.687741)"
3721611,8371170,HT604648,25/11/2011 14:49,012XX W LELAND AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2311,19,46,3,18,1167324,1931353,2011,04/02/2016 06:33,41.96718966,-87.66015085,"(41.96719, -87.660151)"
5344390,5099246,HM471772,12/07/2006 22:07,012XX N HOMAN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1422,14,26,23,18,1153469,1908200,2006,15/04/2016 08:55,41.90394345,-87.71171141,"(41.903943, -87.711711)"
6054056,9913033,HY102030,02/01/2015 19:13,039XX W WILCOX ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1122,11,28,26,18,1150080,1899044,2015,17/08/2015 15:03,41.87888514,-87.72439881,"(41.878885, -87.724399)"
4057357,8977320,HW124880,20/01/2013 14:15,009XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,624,6,8,69,18,1184082,1852827,2013,04/02/2016 06:33,41.7513325,-87.60099732,"(41.751333, -87.600997)"
2435565,7628687,HS433118,27/07/2010 22:26,057XX S PRINCETON AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,711,7,20,68,18,1175268,1866851,2010,04/02/2016 06:33,41.79001727,-87.63287758,"(41.790017, -87.632878)"
1506104,6022589,HP119326,11/01/2008 21:35,061XX S KIMBARK AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,314,3,20,42,18,1185698,1864497,2008,04/02/2016 06:33,41.78331815,-87.5947083,"(41.783318, -87.594708)"
3878846,5503081,HN271695,08/04/2007 09:25,047XX W ARTHINGTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1131,11,24,25,18,1144958,1895612,2007,15/04/2016 08:55,41.8695655,-87.74329265,"(41.869565, -87.743293)"
1594703,6190084,HP278102,13/04/2008 23:17,092XX S DOBSON AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,413,4,8,47,18,1184833,1843843,2008,04/02/2016 06:33,41.72666187,-87.5985264,"(41.726662, -87.598526)"
5530562,5278039,HN145686,27/01/2007 00:34,049XX W HUBBARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1532,15,28,25,18,1143440,1902560,2007,15/04/2016 08:55,41.88866016,-87.74869196,"(41.88866, -87.748692)"
6008090,9844508,HX494011,03/11/2014 21:45,033XX W FULTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1123,11,28,27,18,1153998,1901799,2014,04/02/2016 06:33,41.88636796,-87.70993909,"(41.886368, -87.709939)"
547230,2495160,HH827296,09/12/2002 12:45,081XX S LA SALLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,622,6,21,44,18,1176689,1851107,2002,15/04/2016 08:55,41.7467821,-87.62814052,"(41.746782, -87.628141)"
5004015,3807259,HL117444,10/01/2005 20:35,042XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148214,1899000,2005,15/04/2016 08:55,41.87880053,-87.73125161,"(41.878801, -87.731252)"
1660645,6318045,HP379991,06/06/2008 22:05,094XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,633,6,9,44,18,1183206,1842859,2008,04/02/2016 06:33,41.72399962,-87.60451673,"(41.724, -87.604517)"
4051059,8471356,HV147842,06/02/2012 17:00,013XX N CLEVELAND AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,1821,18,27,8,18,1172740,1909425,2012,04/02/2016 06:33,41.9068999,-87.64088826,"(41.9069, -87.640888)"
5768166,5849455,HN573788,06/09/2007 18:45,042XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148082,1899322,2007,15/04/2016 08:55,41.87968667,-87.731728,"(41.879687, -87.731728)"
4673558,3335376,HK339236,03/05/2004 23:30,007XX E 111TH ST,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,531,5,9,50,18,1183356,1831503,2004,15/04/2016 08:55,41.69283384,-87.60431945,"(41.692834, -87.604319)"
6274787,2819183,HJ451533,24/06/2003 21:45,057XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,713,7,16,67,18,1167645,1866676,2003,15/04/2016 08:55,41.78970408,-87.66083396,"(41.789704, -87.660834)"
4666510,3325791,HK321851,24/04/2004 11:14,076XX N ASHLAND AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ALLEY,TRUE,FALSE,2422,24,49,1,18,1164298,1950856,2004,15/04/2016 08:55,42.02077113,-87.67072217,"(42.020771, -87.670722)"
1720473,6562800,HP634920,18/10/2008 15:10,014XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2535,25,30,23,18,1150447,1909305,2008,04/02/2016 06:33,41.90703524,-87.72278315,"(41.907035, -87.722783)"
3014103,1467870,G195610,06/04/2001 17:05,003XX W LOCUST ST,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1823,18,,,18,1173468,1906566,2001,17/08/2015 15:03,41.8990385,-87.63829913,"(41.899038, -87.638299)"
3227859,8125404,HT360094,22/06/2011 11:15,043XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2534,25,37,23,18,1147324,1907647,2011,04/02/2016 06:33,41.90254594,-87.73429789,"(41.902546, -87.734298)"
5470702,5394090,HM797278,27/12/2006 23:15,075XX S COLFAX AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,421,4,7,43,18,1194833,1855572,2006,15/04/2016 08:55,41.75860713,-87.56151062,"(41.758607, -87.561511)"
13976,10821598,JA122362,19/01/2017 22:10,003XX S CICERO AVE,2026,NARCOTICS,POSS: PCP,GROCERY FOOD STORE,TRUE,FALSE,1533,15,24,25,18,1144446,1898000,2017,14/02/2017 15:49,41.87612811,-87.74511229,"(41.876128, -87.745112)"
2403431,7579855,HS384225,28/06/2010 22:10,047XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,223,2,4,38,18,1182386,1873939,2010,04/02/2016 06:33,41.80930523,-87.60655839,"(41.809305, -87.606558)"
445200,2315847,HH589528,18/08/2002 21:50,007XX N CHRISTIANA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153910,1904755,2002,15/04/2016 08:55,41.89448127,-87.71018341,"(41.894481, -87.710183)"
3259557,8116602,HT326861,02/06/2011 10:51,063XX S MARSHFIELD AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,FALSE,725,7,16,67,18,1166414,1862613,2011,04/02/2016 06:33,41.77858104,-87.66546339,"(41.778581, -87.665463)"
1548143,6114478,HP197251,27/02/2008 11:17,076XX S LUELLA AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,414,4,7,43,18,1192527,1854815,2008,04/02/2016 06:33,41.75658632,-87.56998639,"(41.756586, -87.569986)"
3914424,8729903,HV406299,29/07/2012 19:15,001XX N KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1114,11,28,26,18,1149044,1900332,2012,04/02/2016 06:33,41.88243967,-87.72816949,"(41.88244, -87.728169)"
3117524,8074023,HT306102,20/05/2011 22:25,049XX N KIMBALL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1713,17,39,14,18,1152827,1932500,2011,04/02/2016 06:33,41.97063728,-87.71342419,"(41.970637, -87.713424)"
3571703,8194583,HT428761,02/08/2011 20:30,016XX W 69TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,735,7,17,67,18,1166785,1858959,2011,04/02/2016 06:33,41.76854607,-87.6642075,"(41.768546, -87.664207)"
3444149,6716593,HR133122,22/01/2009 11:25,037XX W GEORGE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2523,25,30,21,18,1150703,1919018,2009,04/02/2016 06:33,41.93368358,-87.72158822,"(41.933684, -87.721588)"
5918218,9186918,HW332375,23/06/2013 22:43,050XX W SUPERIOR ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1531,15,28,25,18,1142701,1904504,2013,04/02/2016 06:33,41.89400851,-87.75135746,"(41.894009, -87.751357)"
2341686,7391176,HS193008,05/03/2010 14:42,112XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2233,22,34,75,18,1172989,1830415,2010,04/02/2016 06:33,41.6900827,-87.64230678,"(41.690083, -87.642307)"
1743335,6455737,HP533789,25/08/2008 11:45,085XX S MUSKEGON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,423,4,7,46,18,1196633,1848989,2008,04/02/2016 06:33,41.74049838,-87.5551321,"(41.740498, -87.555132)"
3430130,6691413,HR106491,05/01/2009 09:58,005XX N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1141611,1902851,2009,04/02/2016 06:33,41.8894927,-87.75540162,"(41.889493, -87.755402)"
1737737,6599823,HP670017,06/11/2008 21:30,052XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,934,9,3,37,18,1175173,1870275,2008,04/02/2016 06:33,41.7994152,-87.63312366,"(41.799415, -87.633124)"
2208229,7246907,HR660980,25/11/2009 16:38,015XX E 55TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2132,2,4,41,18,1187212,1868840,2009,04/02/2016 06:33,41.79519986,-87.5890197,"(41.7952, -87.58902)"
2667986,7922824,HT154027,09/02/2011 13:25,0000X S WHIPPLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1124,11,28,27,18,1156167,1899645,2011,04/02/2016 06:33,41.88041366,-87.70203215,"(41.880414, -87.702032)"
2637910,4010648,HL225266,09/03/2005 21:42,007XX N ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1152913,1904762,2005,15/04/2016 08:55,41.89452029,-87.71384493,"(41.89452, -87.713845)"
2334280,7378971,HS180457,25/02/2010 11:50,048XX W GLADYS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1533,15,24,25,18,1144321,1897907,2010,04/02/2016 06:33,41.87587525,-87.74557359,"(41.875875, -87.745574)"
3712541,8354035,HT588094,13/11/2011 22:19,060XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,311,3,20,40,18,1179954,1865151,2011,04/02/2016 06:33,41.78524626,-87.61574751,"(41.785246, -87.615748)"
2253657,7317035,HS111691,08/01/2010 23:27,065XX S CALIFORNIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,831,8,15,66,18,1158837,1861168,2010,04/02/2016 06:33,41.77477387,-87.69328075,"(41.774774, -87.693281)"
652768,2668872,HJ254380,22/03/2003 20:15,052XX W FERDINAND ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1523,15,28,25,18,1141383,1902646,2003,15/04/2016 08:55,41.88893437,-87.756244,"(41.888934, -87.756244)"
4690776,3359015,HK385843,24/05/2004 20:56,012XX S CHRISTIANA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1021,10,24,29,18,1154223,1894344,2004,15/04/2016 08:55,41.86590617,-87.70931187,"(41.865906, -87.709312)"
2543033,7812508,HS622477,18/11/2010 23:51,100XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2232,22,34,73,18,1172749,1838303,2010,04/02/2016 06:33,41.71173386,-87.64295394,"(41.711734, -87.642954)"
349240,1997666,HH190820,16/02/2002 16:30,036XX W GRAND AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1112,11,,,18,1152073,1907615,2002,15/04/2016 08:55,41.9023658,-87.71685473,"(41.902366, -87.716855)"
2663672,7920545,HT151867,07/02/2011 21:34,039XX W ROOSEVELT RD,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1132,11,24,29,18,1150483,1894425,2011,04/02/2016 06:33,41.86620223,-87.72303965,"(41.866202, -87.72304)"
213930,10716606,HZ474899,15/10/2016 02:05,045XX S ALBANY AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,922,9,14,58,18,1156460,1874476,2016,22/10/2016 15:48,41.81134111,-87.70163607,"(41.811341, -87.701636)"
1190043,2237629,HH496172,08/07/2002 18:03,110XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,513,5,9,49,18,,,2002,17/08/2015 15:03,,,
2710737,4134576,HL394560,02/06/2005 15:21,006XX W LAWRENCE DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2312,19,46,3,18,1171129,1932268,2005,15/04/2016 08:55,41.96961755,-87.64613344,"(41.969618, -87.646133)"
4022085,5673152,HN453608,08/07/2007 14:02,029XX W 25TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,1033,10,12,30,18,1157108,1887260,2007,15/04/2016 08:55,41.84640887,-87.69891295,"(41.846409, -87.698913)"
544365,2491201,HH806275,27/11/2002 21:15,042XX W MAYPOLE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1114,11,28,26,18,1148177,1901118,2002,15/04/2016 08:55,41.88461327,-87.73133291,"(41.884613, -87.731333)"
1741542,6452017,HP532157,24/08/2008 12:45,052XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2532,25,37,25,18,1141008,1910131,2008,04/02/2016 06:33,41.909481,-87.75743665,"(41.909481, -87.757437)"
5592202,5686222,HN490026,26/07/2007 12:25,041XX N MARINE DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,2323,19,46,3,18,1171210,1927608,2007,15/04/2016 08:55,41.9568286,-87.64597306,"(41.956829, -87.645973)"
3404452,6570451,HP619158,10/10/2008 11:28,004XX W TREMONT ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,711,7,3,68,18,1174223,1867619,2008,04/02/2016 06:33,41.79214805,-87.63668646,"(41.792148, -87.636686)"
487407,2094943,HH317208,19/04/2002 09:55,016XX W MORSE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2431,24,,,18,1164306,1946138,2002,15/04/2016 08:55,42.00782468,-87.67082711,"(42.007825, -87.670827)"
4373004,9515158,HX170755,03/03/2014 11:44,131XX S ELLIS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,533,5,9,54,18,1185279,1818451,2014,04/02/2016 06:33,41.65697248,-87.59768703,"(41.656972, -87.597687)"
295406,10417386,HZ155372,18/02/2016 00:00,044XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1012,10,24,29,18,1147298,1889007,2016,25/02/2016 15:59,41.85139609,-87.7348708,"(41.851396, -87.734871)"
2786425,7974191,HT206406,16/03/2011 22:05,132XX S VERNON AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,533,5,9,54,18,1181505,1817649,2011,04/02/2016 06:33,41.65485923,-87.61152113,"(41.654859, -87.611521)"
1862349,6736279,HP743046,20/12/2008 10:25,078XX S WESTERN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,835,8,18,70,18,1161739,1852605,2008,04/02/2016 06:33,41.751216,-87.68287976,"(41.751216, -87.68288)"
1643047,6283573,HP336991,15/05/2008 14:00,0000X W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,623,6,6,44,18,1177483,1852629,2008,04/02/2016 06:33,41.75094076,-87.62518522,"(41.750941, -87.625185)"
3876260,8694411,HV370450,07/07/2012 01:30,030XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1733,17,33,21,18,1155376,1921119,2012,04/02/2016 06:33,41.93935609,-87.70435843,"(41.939356, -87.704358)"
4639419,3172648,HK122967,13/01/2004 14:45,062XX S CALUMET AVE,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,TRUE,FALSE,311,3,20,40,18,1179567,1863737,2004,15/04/2016 08:55,41.78137496,-87.61720958,"(41.781375, -87.61721)"
